Supplier Code,Manufacturer,SKU,Item Name,Quantity Available,Quantity Used,Stock Sales Ratio
545001Y000 545001Y100 545001Y200 545001Y210 54500-1Y000 54500-1Y100 54500-1Y200 54500-1Y210,Ningbo Sunshine Auto Parts Co,11-1005,Tijereta Inferior LH Kia Picanto II 2011-2017,13.00,37.00,5.248990578734859
G9140009,Renapa S.A.,528-0037,ROL BOCINA DELANTERO TOYOTA COROLA 03-13 CORAXI,0.00,4.00,0
23934G,EVER WINNING,533-072,AMORTIGUADOR NISSAN B15 00-06/Almera 98-11 Tras R/L G (341279),0.00,2.00,0
23934G,EVER WINNING,533-072,AMORTIGUADOR NISSAN B15 00-06/Almera 98-11 Tras R/L G (341279),0.00,1.00,0
7255/43,Rafael Pinto & CO S.A. (PROLUSA),503-002,FLOSSER BOMBILLO H4 12V 100/90W P43T,7.00,17.00,6.122448979591836
3610021770 3610022100 M002T48081 M003T42781 M2T48081 M3T42781 MD162838 MD180239,Ningbo Sunshine Auto Parts Co,75-1012,Arrancador Hyundai Accent I II III 1.3 1.4 1.5 1.6 1994-2010 Elantra III 1.6 2000-2006 Pony Excel 1.5 1990-1995 S Coupe 1.5 1990-1996 Sonata II III 1.8 1988-1998 Getz 1.5 2001-2004 G4EC/G4ED/G4EA/G4CP,28.00,2.00,195.3488372093023
339074G,EVER WINNING,533-012,AMORTIGUADOR HONDA CIVIC 06-10 Del RH R18/SI,0.00,1.00,0
51712-D7000,,800-3921,DISCO F HY DEL TUCSON 16- KIA SPORTAGE FWD 2.0 17,0.00,2.00,0
339074G,EVER WINNING,533-012,AMORTIGUADOR HONDA CIVIC 06-10 Del RH R18/SI,0.00,1.00,0
339074G,EVER WINNING,533-012,AMORTIGUADOR HONDA CIVIC 06-10 Del RH R18/SI,3.00,1.00,39.130434782608695
41100-18000,REMUSA,509-2610,BOMBA AUXILIAR FRENO DEL 13/16 RH DATSUN 1200 C/PURGA,0.00,1.00,0
54618-8H300,DAILY,72-3231,"ROT. ESTAB. DEL. RH. NIS. X-TRAIL, X-TERRA. 03/13, SL-4910R,TIPO C. 95X12",0.00,1.00,0
3610023100 3610023105 3610023150 361003160 3610023160 3610023161 3610023165,Ningbo Sunshine Auto Parts Co,75-1002,Arrancador T.LARGA Hyundai Tucson 2.0 2004-2010 Coupe I II 1.6 2.0 1996-2009 Elantra III 1.8 2.0 2000-2006 Lantra 1.6 1.8 2.0 1995-2000 Matrix 1.8 2001-2010 Trajet 2.0 2003-2008 Tiburon 2001-2006,46.00,4.00,166.26506024096386
BT-155,ARH DE ALAJUELA S.A.,164-108,BOTA EJE 22X75X109,0.00,4.00,0
BR31109,,800-4495,DISCO FRENO DELANTERO HYUNDAI ELANTRA 99-06 Sonata 99-01EXPO W/ABS,0.00,2.00,0
27301-2B100 273012B100,Ningbo Sunshine Auto Parts Co,259-1000,Bobina de Encendido Hyundai Accent Blue 2010-2017,29.00,21.00,20.567375886524825
19100/61150,Ningbo Sunshine Auto Parts Co,133-37,DISTRIBUIDOR TOYOTA LAND CRUISER 2F/ 3F .,2.00,4.00,7.228915662650603
273002E000.,Ningbo Sunshine Auto Parts Co,259-1012,Bobina de Encendido HYUNDAI TUCSON 15…,47.00,3.00,223.8095238095238
RT5014 / 180685 / 400-112-8881,NAVEMAR,72-3266,ROTULA DIRECCION EXTERNA RH / MOD: GEELY-GX3 19-23/ BYD F0 12-16 /M.12X14X163,0.00,2.00,0
43511-80J00,,800-4544,TAMBOR FRENO SUZUKI SX4 06- SX4 CROSS ERTIGA 18-,0.00,2.00,0
BU16,Ningbo Sunshine Auto Parts Co,95-105,ESCOBILLA TIPO GANCHO 16PULG,79.00,21.00,56.02836879432625
G9254003K/43570-0C010/43570-04011/43570-60010/43570-04010/90366-F0002/90366-T0061/43570-60010,Renapa S.A.,518-0525,KIT BOCINA DELANTERO TOYOTA LAND C PRADO -12 VIGO-10 TACOMA11- HILUX -21,0.00,2.00,0
28113-22051,REPUESTOS BARRIO SAN JOSE DE ALAJUELA SOCIEDAD ANONIMA,3-82,FILTRO AIRE HYUNDAI CABINAENT 94-99 AVANTE 1.5,1.00,3.00,4.761904761904762
KO406,,800-4564,SOPORTE MOTOR RH TIPO: HIDRAULICO / MOD: HYUNDAI-ACCENT /06-10 MT-ATM 4X2 (DISTRI),0.00,1.00,0
BR31412,Renapa S.A.,509-1058,DISCO F NS DEL FRONTIER/PATH XTERRA/EQUATOR 05-08 4.0 6C,0.00,2.00,0
26300-02501 26300-02502 2630002501 2630002502 PH6607 PH2876 254-504 3-34 530-0004 900-003,Ningbo Sunshine Auto Parts Co,254-504,Filtro Aceite Hyundai I-10 GL Manual G4LA,488.00,52.00,140.36433365292427
WP900817,,800-4498,BBOMBA AGUA HYUNDAI TERRANO H1 2.5 CRDI,0.00,1.00,0
BU236B,Ningbo Sunshine Auto Parts Co,95-63,ESCOBILLA UNIVERSAL 26PULG (660MM) TOYOTA ETIOS AURIS SIN MARCO,92.00,8.00,169.32515337423314
25310-1Y100 MT26 253101Y100 MT26 253101Y500,Ningbo Sunshine Auto Parts Co,351-2005,Radiador Kia Picanto 1L 1.2L,37.00,13.00,42.20532319391635
JP1608,,800-4563,BUSHING DIFERENCIAL DELANTERO / MOD: SUZUKI-GRAND VITARA /99-05 4X2-4X4 /M.12X50X60 (SIDEKICK),0.00,2.00,0
60022RS,Ningbo Sunshine Auto Parts Co,14-11,"ROL PILOTO HYUNDAI H100 2.6 15X32X9 . K12 , K10",34.00,16.00,31.57894736842105
22441-27000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0562,EMP. TAPA VALV. SANTA FE 2.2/TUCSON2.0 DIESEL 04-09 (22441-27400),1.00,1.00,13.043478260869566
H76665,,800-4499,CIGUENAL FCCNK-0245 4D56 (95MM) 110 STROKE 1,0.00,1.00,0
55536,VALEO,510-1005,KIT CLUTCH SUZUKI SWIFT DZIRE 1.2 K12,2.00,3.00,9.523809523809524
JP1831,,800-4562,SOPORTE CAJA / MOD: SUZUKI-GRAND VITARA J20 /99-05 ATM 4X2-4X4,0.00,1.00,0
D1094C/41060 EB326,Renapa S.A.,509-0105,PASTILLA FRENO CERAMICA NISSAN PATHFRENO 04-13 4.0 FRENORONTIER XTERRA 05- NAVARA,0.00,2.00,0
RT5419 / 48830-67D00,NAVEMAR,72-3329,"SR-7620 ROT.CRE. LH-RH TIPO: ORDI /SUZ-GRAND VITARA 4X2-4X4 99-00/M.14X14X241,5",1.00,2.00,6.976744186046512
51100-60A30,,800-4561,BOMBA PRINCIPAL DE FRENO13/16 SUZUKI  SIDEKICK 2PUERTAS  90/-,0.00,1.00,0
G341455,Renapa S.A.,522-0101,COMPENSADOR MITSUBISHI LANCER 2.0 07- TRAS,1.00,3.00,4.761904761904762
G9230043/MR493619/,Renapa S.A.,518-0500,BOCINA TRASERO MITSUBISHI LANCER 1.6 02-07 ABS PEQ,3.00,1.00,39.130434782608695
22144-27000N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0005,RETENEDOR  ARBOL LEVAS TUC/SPO2.004-09DIESEL(36x50x8)(NJ283),0.00,2.00,0
1611,,800-2362,KIT CLUTCH PARCIAL / MITSUBISHI MIRAGE 2018 MKK1611,0.00,1.00,0
09283-41001N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0054,RETENEDOR  CIGUEÑAL DELANTERO SUZUKI SWI/ERTI/CELEM13A/15/16/M16A/K14B(41x53x6)CW,0.00,2.00,0
13780-77E00,REPUESTOS BARRIO SAN JOSE DE ALAJUELA SOCIEDAD ANONIMA,3-101,FILTRO AIRE SAF-6-5726 CA8069 AF7911 TRACEITEKER 99 -05 2.0 G.VITARA 98-05         40,2.00,3.00,9.523809523809524
11213-21011N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0570,EMP. TAPA VALV. TOYOTA YARIS 1.5 1NZ-FE(Nbr),1.00,4.00,3.6144578313253013
JP1721A,NAVEMAR,534-0060,BUSHING TIJERETA DELANTERA INFERIOR INTERNA HONDA CRV-96-01-M- 14X37.5X50,0.00,4.00,0
04-S0850,,800-4402,ZAPATA FRENO DE MANO LAND CRUISER 95--/4RUNNER 03-05,0.00,1.00,0
04-S0850,,800-4402,ZAPATA FRENO DE MANO LAND CRUISER 95--/4RUNNER 03-05,0.00,1.00,0
JP1272,NAVEMAR,534-0036,BUSH-COMP-TRAS-INF-HONDA-CIVIC-88-95 M-10X37X50,0.00,4.00,0
02024 / HKKE02024,,800-2365,KIT CLUTCH HY ACCENT 1.3CC,0.00,1.00,0
LFP2221T,JSM Unity Costa Rica Sociedad Anonima,530-0043,FILTRO SERVICIO LIVIANO ACEITE FLUJO TOTAL ENROSCABLE LFP2221T,0.00,3.00,0
240176,Capris S.A.,130-066,NGK BKR5E-11 BUJIA PROYECT.CON RESISTENCIA 14X19 MM 16 MM,49.00,51.00,14.369501466275661
22441-047050N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0564,EMP. TAPA VALV. HY. GRAN i10 1.0 12 val.18-/PICANTO G3LA (3 pistones),0.00,4.00,0
B5567BH00A,,800-4566,MUELLE ESPIRAL 25567-BT025 NISSAN QASHQAI XTRAIL PATHFINDER J10 MK1 2006-2015 52MM INTERNO P,0.00,1.00,0
609662/609621 / 066926 / NKKM609662,VALEO,510-1031,KIT CLUTCH NIS TIIDA / MARCH 1.6cc HR16,0.00,4.00,0
K0444,,529-115,"BOBINA IGNICION BYD. F0, F3, YUAN PLUS, CARRO CHINO",0.00,4.00,0
G802287,,800-4192,PUNTA EJE KIA PICANTO 17-- 25x21x52.5,0.00,1.00,0
030344,VALEO,510-1053,KIT CLUTCH GEELY LC GC2 1.3cc 190MM,1.00,3.00,4.761904761904762
CH1039,NAVEMAR,512-1036,SOP.MOT. RH / MOD: BYD-F0 /08-19 4X2,3.00,1.00,39.130434782608695
WG-36,Ningbo Sunshine Auto Parts Co,164-70,BOTA P/PUNTA DE EJE EXTERNA NISSAN HARDBODY 2.4/ 2.7/ 3.0/ 3.2D 1986-/ PATROL 3.0/ S ALL 4X4 MAXIMA 2.0/ 3.0,5.00,5.00,14.563106796116505
72114/5G,EVER WINNING,533-147,Am.TY Corolla 03-08 Del R/L G Coraxi ALTIS 00-08 (333338/39)(339130/31) (334323/24) BYD F3 14-17 Huecos 15mm,3.00,6.00,7.317073170731707
010144,VALEO,510-1047,KIT CLUTCH GEELY GC6 1.5cc GX3 190MM,4.00,2.00,27.906976744186046
45503-52070/SR-T020 /73-10 / SR-T020,Ningbo Sunshine Auto Parts Co,9-167,SR-T020 Rotula de Cremallera Toyota Yaris Vitz Vios SCP90 2005-/ECHO,94.00,6.00,229.2682926829268
33400-51K60/33400-51K80,REPUESTOS BIANCHI,529-019,BOBINA DE IGNICIÓN SUZUKI ALTO (09-15) 1.0L / SUZUKI SX4-GRAND VITARA ERTIGA 1.6L UF-634 33400-85K20 33400-51K20  33400-51K60 33400-M68K20 3PIN UF634,0.00,1.00,0
240175,Capris S.A.,130-091,NGK BKR5E BUJIA PARA AUTOS JAPONESES Y KIA,26.00,14.00,27.56183745583039
45503-52070,ARH DE ALAJUELA S.A.,72-1085,ROTULA CREMALLERAM YARIS 2005-SR-T020,1.00,3.00,4.761904761904762
CAF1852PT,JSM Unity Costa Rica Sociedad Anonima,530-1062,FILTRO SERVICIO LIVIANO AIRE CABINA PANEL CAF1852PT,0.00,3.00,0
3320010G,EVER WINNING,533-037,AMORTIGUADOR DEL RH/LH MIT MIRAGE G4 12- (4060A382),1.00,5.00,2.912621359223301
17801-21060,,800-4574,FILTRO AIRE TOYOTA COROLLA 18- 1.8 PRIUS 11-18 1.5,0.00,1.00,0
PRC12/41710-22650/41710-22660,VALEO,509-3542,BOMBA PRINCIPAL CLUTCH BAC,0.00,2.00,0
54618-ED000,DAILY,72-3045,"ROT. ESTAB. DEL. RH/LH. NIS. TIIDA. 04/15. VERSA. 11/15, MARCH. 02/10, ALMERA, KICKS. 16/ CUBE. 02/0, SL-N270, SL-N880, 280X10, TIPO Z",0.00,10.00,0
94580313N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0122,RETENEDOR SALIDA  CAJA DERECHO SPARK0.8/1.0(35x52x9.5)NK110,1.00,1.00,13.043478260869566
16809001,JSM Unity Costa Rica Sociedad Anonima,106-1003,Aceite TEC Gear Oil Mineral para engranajes 80W90 GL-5 CUARTO,3.00,21.00,2.127659574468085
RT5235 / 45047-59135 / 4504759135,NAVEMAR,72-3303,SE-T021L ROT.DIR. LH EXT / TOY-YARIS 06-13 /M.14X12X187,1.00,3.00,4.761904761904762
94535473N-GOS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0128,RETENEDOR SALIDA  CAJA IZQ.SUZUKI CARRY/SPA/MAT0.8/1.0(35x62x9.5)(NJ761),1.00,1.00,13.043478260869566
90043-11230N-POS,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0084,RETENEDOR  CIGUEÑAL TRASERO TOYOTA HIACE/HILUX1Y/2Y(80x100x8.5)NJ360,1.00,1.00,13.043478260869566
31111-22000K,EVER WINNING,41-2003,Bomba Gas Eléctrica Universal (E8229-Delgada) KING STEEL,0.00,5.00,0
WG-29,Ningbo Sunshine Auto Parts Co,164-71,BOTA P/PUNTA DE EJE EXTERNA NISSAN SENTRA 1992-  MAZDA BT50 4X4 OUTER .,97.00,3.00,461.90476190476187
22448-8H315,REPUESTOS BIANCHI,529-067,22448-6N015 UF-509 UF-350 UF-351 BOBINA NISSAN XTRAIL B15 ALMERA 22448-8H300,14.00,6.00,34.14634146341463
CH1079,NAVEMAR,512-1033,SOP.COM. DEL / MOD: BYD-F0 /08-19 4X2,0.00,8.00,0
RT5221 / 45046-59195,NAVEMAR,72-3302,SE-T021R ROT.DIR. RH EXT / TOY-YARIS 06-13 /M.14X12X187,1.00,3.00,4.761904761904762
WGS-117,Ningbo Sunshine Auto Parts Co,164-111,BOTA DE DIRECCION NO.2 TOYOTA HILUX VIGO/ FORTUNER 4WD 2005-2014 .,8.00,12.00,9.876543209876543
PH2840T,JSM Unity Costa Rica Sociedad Anonima,530-0001,FILTRO ACEITE NISSAN INFINITY TOYOTA DAIHATSU,3.00,21.00,2.127659574468085
G659073,Renapa S.A.,520-0157,P EJE TY RAV4 03- FWD 24X27,2.00,2.00,13.953488372093023
HLL01-1442 L,Ningbo Sunshine Auto Parts Co,245-470,FOCO TRASERO (STOP) LH TOYOTA QUANTUM 2005-2013 .,39.00,11.00,52.46636771300449
53401-56B00/   53401-56B00/BAF,Renapa S.A.,509-2556,BOMBA AUX FRENO SUZUKI SIDEKICK/VIT TRAS RH 4P 15/16,1.00,3.00,4.761904761904762
SP-011,Importaciones RE RE S.A.,505-001,ABRO PINTURA NEGRO BRILLA AEROSOL 8oz,27.00,21.00,19.148936170212767
LFF8930T,JSM Unity Costa Rica Sociedad Anonima,530-2004,FILTRO COMBUSTIBLE MAZDA BT-50,1.00,2.00,6.976744186046512
16546-1HK0J,ARH DE ALAJUELA S.A.,3-113,FILTRO AIRE NISSAN VERSA TIIDA12-15,0.00,5.00,0
01-1590-003  RH,Ningbo Sunshine Auto Parts Co,245-730,FOCO TRASERO (STOP) RH TOYOTA HILUX REVO VIGO 2015- .,33.00,17.00,28.862973760932945
K060496,DAILY,376-3128,FAJA ALT. HYU CRETA KIA SOUL TOY RAV4 6PK1260,1.00,4.00,3.6144578313253013
48068-09251 48068-09230 48068-09240,Ningbo Sunshine Auto Parts Co,11-1025,Tijereta Inferior RH Toyota Yaris 1.0 1.2 1.3 1.4 1.5 2010-2020,22.00,28.00,11.72291296625222
G657109,Renapa S.A.,520-0156,P EJE HY I10 08- GRAN i10 13- ACCENT 1.2,1.00,2.00,6.976744186046512
BC14,Renapa S.A.,505-1000,LIMPIADOR FRENOS VALUE MILES 590ML,21.00,3.00,99.99999999999999
44200-12760 44240-02050 4425012670 4425002151,Ningbo Sunshine Auto Parts Co,12-1012,Cremallera de Dirección sin Rotulas Toyota Corolla Altos 01-08 3zz,22.00,8.00,40.49079754601227
D1447C/58101 1KA00,Renapa S.A.,509-0124,PASTILLA FRENO CERAMICA HYUNDAI TUCSON 10- i20 i30 CRETA KIA CARENISSAN CERATOSOUL,0.00,2.00,0
2810021020 2810021021,Ningbo Sunshine Auto Parts Co,75-1020,Arrancador Toyota Yaris 1.3 1.5 4WD 1999-2005 Auris 1.5 2006-2012 Platz 1.3 1.5 1999-2005 Ractis 2005-2010,15.00,15.00,14.851485148514852
RT5227,NAVEMAR,72-3299,ROT.DIR. LH EXT / MOD: TOY-ETIOS 17- 20 /M.12X12X128,1.00,1.00,13.043478260869566
53402-56B00/   53402-56B00/BAF,Renapa S.A.,509-2563,BOMBA AUX FRENO SUZUKI SIDEKICK/VIT TRAS LH 4P 15/16,0.00,4.00,0
AMO116A-COOLICE,Importaciones RE RE S.A.,505-039,AIR DES MINI VENT COOL ICE,5.00,7.00,10.48951048951049
FC113641B,Importaciones RE RE S.A.,507-002,WAGNER LIQ FRENO DOT3 1/4 32oz PLAST (c1,15.00,9.00,24.59016393442623
77020-0D010,Ningbo Sunshine Auto Parts Co,41-1019,Bomba de Combustible Toyota Yaris 1999-2005 1NZ,49.00,1.00,639.1304347826087
K040476,DAILY,376-3006,FAJA ALT UNIVERSAL 4PK1210 47.50,0.00,1.00,0
JP1941,,800-4579,SOPOPORTE BARRA / MOD: DAIHATSU-TERIOS /98-05 4X2-4X4 /M.20MM,0.00,1.00,0
1506-S738/5320065D11000,Renapa S.A.,509-0527,ZAPATA FRENO SUZUKI GRAND VITARA 99-05,0.00,5.00,0
33400-65J00,REPUESTOS BIANCHI,529-112,UF-562 GRAN VITARA SX4 06-,3.00,2.00,20.930232558139533
49001-65Y05,Ningbo Sunshine Auto Parts Co,12-1030,Cremallera de Dirección Nissan Sentra B13,26.00,4.00,93.97590361445783
743360OAN,ACELUB (Aceites y Lubricantes) S.A.,106-26,CHEVRON GEAR OIL EP-4 75W90 CUARTO,116.00,52.00,33.36529242569511
G9244004/42460-60010/,Renapa S.A.,518-0519,BOCINA TRASERO TOYOTA LAND C PRADO 04-08 LH RUNNER 03-09,0.00,2.00,0
WP900661/16100-97404/16100-97411/16100-B9010/WPT-117/16100-29115/16100-29116/16100-29117/16100-B9011,Renapa S.A.,521-0041,BOMBA DE AGUA TOYOTA YARIS 1.0 99-05 DH SIRION 05- TERIOS BEGO 05-,1.00,1.00,13.043478260869566
CH1082,,800-4577,TIJERETA SUSPENSION RH/ BYD-YUAN-PLUS 4X2 19-23,0.00,1.00,0
233001KA1A 233001KA1B 233001KA1C 233001KA1REX 233001KA2C 233008477R 23300BC200 23300BC20A 23300BC20B 23300BC20C 23300BC2R0EX 233008477R,Ningbo Sunshine Auto Parts Co,75-1041,Arrancador Nissan Qashqai 1.6 2007-2013 TIIDA 1.6 2007-2012 Cube 1.6 2009- Juke 1.6 2010-2019 Micra III 2005-2010 Note 1.6 2006-2012 NV200 2010-,24.00,6.00,58.536585365853654
CH1096,,800-4578,TIJERETA SUSPENSION LH / BYD-YUAN-PLUS 4X2 19-23,0.00,1.00,0
HLL011442,Ningbo Sunshine Auto Parts Co,245-469,FOCO TRASERO (STOP) RH TOYOTA QUANTUM 2005-2013 .,39.00,11.00,52.46636771300449
JP2530,NAVEMAR,44-1144,Hule Est Del Suzuki Switf 11-17 M-23X42X48,2.00,4.00,7.228915662650603
253102E401,Ningbo Sunshine Auto Parts Co,351-2015,Radiador Hyundai Tucson 2005-2010 26AT,26.00,4.00,93.97590361445783
D1398C/58302 1HA00,Renapa S.A.,509-0122,PASTILLA FRENO CERAMICA HYUNDAI TUCSON ELAN KIA SPORTAGEFRENOORTE i20 CRETA,4.00,1.00,52.173913043478265
243341LAC,ACELUB (Aceites y Lubricantes) S.A.,106-20,CHEVRON HAVOLINE PREM MCO 4T 20W50 LITRO,32.00,4.00,115.66265060240964
30610-EL00B/ 30610-EL00B/BPC,Renapa S.A.,509-3503,BOMBA PRINCIPAL CLUTCH NISSAN TIIDA 07-14 SENTRA B165/8 JUKE VERSA HR16 HR18,0.00,2.00,0
JP2712,,800-4588,SOPORTE MOTOR LH / MOD: MITSUBISHI OUTLANDER 4B11 /14-21 ATM 4X2 (CAJA),0.00,1.00,0
45510-42230/45510-42030/45510-0R010/45510-42040/45510-42080/45510-42090,Ningbo Sunshine Auto Parts Co,12-1018,Cremallera de Dirección sin Rotulas Toyota Rav4 2005-2008 2AZ,93.00,7.00,195.1048951048951
3610003400 3610003101 3610003201 3610003401 3610003402 3610004300 3610004700,Ningbo Sunshine Auto Parts Co,75-1005,Arrancador Hyundai i10 II 1.0 1.2 2013-2019 I20 I II 1.2 2012-2020 Kia Picanto III 1.0 1.2 2017- Rio III 1.2 1.25 2011-2017,47.00,3.00,223.8095238095238
1448-S661/58305-29A00,Renapa S.A.,509-0520,ZAPATA FRENO HYUNDAI ELANTRA 92- ACCENT 03-05,2.00,5.00,5.825242718446602
BD35069/58411-29000,Renapa S.A.,509-1516,TAMBOR FRENO HYUNDAI ELANTRA TIBURON 96-02 TRAS,0.00,2.00,0
30520-PGK-A01,REPUESTOS BIANCHI,529-013,BOBINA DE IGNICIÓN HONDA CIVIC- (01-05) 1.7L PILOT (03)- FIT (02-06) ESCAPE 099700-072 30520-PVF-A01 UF-400,11.00,1.00,143.47826086956522
WP900127/GWS-20A/17400-66810/17400-85830/17400-85831,Renapa S.A.,521-0025,BOMBA DE AGUA SUZUKI GRAN VITARA H20A H25A 94- XL-7 H25A,0.00,1.00,0
13A900,ARH DE ALAJUELA S.A.,376-113,FAJA AUT SPORTAGE 95-2.0 MON.SPORT 97-04 L200 DIS 2013 ALT  17355,2.00,2.00,13.953488372093023
CG-418,Importaciones RE RE S.A.,505-020,ABRO COPPER SPRAY EMPAQUES 9oz,3.00,9.00,4.918032786885246
52350-S04-000,DAILY,517-1142,"TIJERETA INF. TRAS. LH/RH. HON. CIVIC . 90/00, DE 3 BUJES",1.00,2.00,6.976744186046512
58101-3EE00C,Renapa S.A.,509-0244,PASTILLA F KIA SORENTO 02- V/USA,1.00,1.00,13.043478260869566
45202-78K00,DAILY,517-1010,TIJERETA INF. LH. SUZ. GRAN VITARA. 05/15 = 45202-65J00,0.00,1.00,0
EC-833-CH,Importaciones RE RE S.A.,505-042,ABRO LIMP CONTACTOS ELECTRICOS 400ML,6.00,18.00,4.958677685950414
D1731C/46 05B 006,Renapa S.A.,509-0143,PASTILLA FRENO CERAMICA DAIHATSU CHARADE CUORE 02-MIRAGE MITSUBISHI G4 12- AGYA,1.00,3.00,4.761904761904762
0K30B-34-350B-LWT,DAILY,517-1124,"TIJERETA LH. KIA RIO. 99/05, CQKK-11L, BRAZO 2 BUJES, ROT. DE SEGURO",1.00,1.00,13.043478260869566
52400-SR3-000/JP1575,NAVEMAR,517-3010,Barra-Ten-Tras-Sup-LH-Honda-Civic-88-00- CRV-96-01 / 52400-SR0-A00,4.00,2.00,27.906976744186046
240432,Capris S.A.,130-010,NGK LZKR6B-10E BUJÍA NÍQUEL PARA HYUNDAI Y KÍA PICANTO HEX.16MM ROSCA 12X26.5MM,2.00,98.00,0.3056546102903719
51750-1Y000,Ningbo Sunshine Auto Parts Co,83-2025,Bocina Delantera Kia Picanto 1000 cc,99.00,1.00,1291.304347826087
11141-69G01N-NGC,IMPORTADORA BRIGO INTERNACIONAL S.A.,524-0685,EMP. CABEZOTE SZ. IGNIS 1.3 03-06/SWIFT 1.3 06-09/SX4/AERIO M13A/M16 (grafito),0.00,3.00,0
52390-SR3-000,NAVEMAR,517-3000,JP1574 BARRA TENSION TRASERA RH SUPERIOR HONDA CIVIC 88-00,0.00,5.00,0
33400-51K60/33400-51K80,REPUESTOS BIANCHI,529-019,BOBINA DE IGNICIÓN SUZUKI ALTO (09-15) 1.0L / SUZUKI SX4-GRAND VITARA ERTIGA 1.6L UF-634 33400-85K20 33400-51K20  33400-51K60 33400-M68K20 3PIN UF634,19.00,1.00,247.82608695652175
N01821,,800-3554,TERMOSTATO W52SR-82 G16A G13A J18 17600-608,0.00,2.00,0
K040382,DAILY,376-3063,FAJA A/C KIA RIO 00/05 4PK0970,1.00,1.00,13.043478260869566
41700-43150/   41700-43150/BAC,Renapa S.A.,509-3014,BOMBA AUXILIAR CLUTCH HYUNDAI GRACE H100 STAREX  13/16,1.00,3.00,4.761904761904762
KO517/54813-1Y000,NAVEMAR,44-1062,Hul-Est-Del-Kia-Picanto-11-17-M-18X34X44,0.00,4.00,0
4615A105,Renapa S.A.,509-1067,DISCO F MB DEL LANCER G4 MIRAGE 12-1.2,0.00,2.00,0
47550-20211/   47550-20211/BAF / 47550-0D100,Renapa S.A.,509-2538,BOMBA AUX FRENO TOYOTA YARIS 07-17COROLLA C/TORNILLO PRIUS RH 3/4,0.00,10.00,0
21930-2E002 219302E002,Ningbo Sunshine Auto Parts Co,46-2017,Soporte Motor Trasero Hyundai Tucson G4GC,199.00,1.00,2595.6521739130435
GK7710,Renapa S.A.,528-0017,ROL BOCINA DELANTERO KIA PICANTO 11- FWD,3.00,3.00,14.285714285714285
168/6 MSBP3 SBP3 LS6235 SESBA DG0003 G2-001,Ningbo Sunshine Auto Parts Co,168-6,ADAPTADOR PARA CONECTOR DE FOCO DELANTERO BOMBILLO P43T,189.00,11.00,254.26008968609867
0K33C-34-160A-LW,DAILY,72-3001,"ROT. ESTAB. DEL. LH. KIA RIO. 99/11, CLKK-14L, SLK-8560L,TIPO C. 270",0.00,1.00,0
21810-2E000 218102E000,Ningbo Sunshine Auto Parts Co,46-2024,Soporte Motor RH Hyundai Tucson G4GC,199.00,1.00,2595.6521739130435
CER-109,Importaciones RE RE S.A.,65-1003,TAPON RADIA 13 LIB PEQUEÑO KHC,23.00,17.00,20.11661807580175
0K33C-34-160A-LW,DAILY,72-3001,"ROT. ESTAB. DEL. LH. KIA RIO. 99/11, CLKK-14L, SLK-8560L,TIPO C. 270",-1.00,1.00,-13.043478260869566
K050445,DAILY,376-3093,FAJA ALT TERRACAN ALT KIA SORENTO 02/06 5PK1130,0.00,2.00,0
54830-C5000,DAILY,72-3322,"ROT. ESTAB. DEL. RH/LH. HYU. SANTA FE, TUCSON. 18/24, KIA SORENTO. 14/20 = 54830- L1000, CLKK-41,TIPO Z. 382X12",2.00,2.00,13.953488372093023
WP900028,,800-4589,BOMBA AGUA NISSAN D21 ALTIMA KA24E 4CYL GAS 240SX 12V 16V,0.00,1.00,0
137DA,Importaciones RE RE S.A.,506-008,PERMATEX LIMPIADOR CARBURADOR 310gm  (c12),31.00,17.00,27.113702623906708
D1261C,RENAPA,509-0203,PASTILLA FRENO KIA SORENTO 05-- E341,0.00,2.00,0
21910-2E002 219102E002,Ningbo Sunshine Auto Parts Co,46-2002,Soporte Motor Delantero Hyundai Tucson G4GC,199.00,1.00,2595.6521739130435
45201-78K00,DAILY,517-1009,TIJERETA INF. RH. SUZ. GRAN VITARA. 05/15 = 45201-65J00,0.00,1.00,0
G659078,Renapa S.A.,520-0162,"P EJE TY RAV4 2,4 4X4 03-",1.00,1.00,13.043478260869566
21830-2E000 218302E000,Ningbo Sunshine Auto Parts Co,46-2010,Soporte Motor LH Hyundai Tucson G4GC,199.00,1.00,2595.6521739130435
G530012S/54611-1J000/54612-0U000/54611-1P000/54612-07000/54627-07000/54611-1Y000,Renapa S.A.,519-0010,GALLETA COMPENSADOR HYUNDAI ACCENT 11-17 DELANTERA I10 07-12 KIA RIO 12-17 KIA,16.00,4.00,57.83132530120482
HLL01-1586 LH,Ningbo Sunshine Auto Parts Co,245-563,FOCO TRASERO (STOP) LH  TOYOTA HILUX VIGO 2011-2015 .,11.00,39.00,4.21455938697318
